"Frequency","Reference area","Value","Unit of measure","Breaks","Coverage","Title (tseries level)","Time Period","1927-Q1","1927-Q2","1927-Q3","1927-Q4","1928-Q1","1928-Q2","1928-Q3","1928-Q4","1929-Q1","1929-Q2","1929-Q3","1929-Q4","1930-Q1","1930-Q2","1930-Q3","1930-Q4","1931-Q1","1931-Q2","1931-Q3","1931-Q4","1932-Q1","1932-Q2","1932-Q3","1932-Q4","1933-Q1","1933-Q2","1933-Q3","1933-Q4","1934-Q1","1934-Q2","1934-Q3","1934-Q4","1935-Q1","1935-Q2","1935-Q3","1935-Q4","1936-Q1","1936-Q2","1936-Q3","1936-Q4","1937-Q1","1937-Q2","1937-Q3","1937-Q4","1938-Q1","1938-Q2","1938-Q3","1938-Q4","1939-Q1","1939-Q2","1939-Q3","1939-Q4","1940-Q1","1940-Q2","1940-Q3","1940-Q4","1941-Q1","1941-Q2","1941-Q3","1941-Q4","1942-Q1","1942-Q2","1942-Q3","1942-Q4","1943-Q1","1943-Q2","1943-Q3","1943-Q4","1944-Q1","1944-Q2","1944-Q3","1944-Q4","1945-Q1","1945-Q2","1945-Q3","1945-Q4","1946-Q1","1946-Q2","1946-Q3","1946-Q4","1947-Q1","1947-Q2","1947-Q3","1947-Q4","1948-Q1","1948-Q2","1948-Q3","1948-Q4","1949-Q1","1949-Q2","1949-Q3","1949-Q4","1950-Q1","1950-Q2","1950-Q3","1950-Q4","1951-Q1","1951-Q2","1951-Q3","1951-Q4","1952-Q1","1952-Q2","1952-Q3","1952-Q4","1953-Q1","1953-Q2","1953-Q3","1953-Q4","1954-Q1","1954-Q2","1954-Q3","1954-Q4","1955-Q1","1955-Q2","1955-Q3","1955-Q4","1956-Q1","1956-Q2","1956-Q3","1956-Q4","1957-Q1","1957-Q2","1957-Q3","1957-Q4","1958-Q1","1958-Q2","1958-Q3","1958-Q4","1959-Q1","1959-Q2","1959-Q3","1959-Q4","1960-Q1","1960-Q2","1960-Q3","1960-Q4","1961-Q1","1961-Q2","1961-Q3","1961-Q4","1962-Q1","1962-Q2","1962-Q3","1962-Q4","1963-Q1","1963-Q2","1963-Q3","1963-Q4","1964-Q1","1964-Q2","1964-Q3","1964-Q4","1965-Q1","1965-Q2","1965-Q3","1965-Q4","1966-Q1","1966-Q2","1966-Q3","1966-Q4","1967-Q1","1967-Q2","1967-Q3","1967-Q4","1968-Q1","1968-Q2","1968-Q3","1968-Q4","1969-Q1","1969-Q2","1969-Q3","1969-Q4","1970-Q1","1970-Q2","1970-Q3","1970-Q4","1971-Q1","1971-Q2","1971-Q3","1971-Q4","1972-Q1","1972-Q2","1972-Q3","1972-Q4","1973-Q1","1973-Q2","1973-Q3","1973-Q4","1974-Q1","1974-Q2","1974-Q3","1974-Q4","1975-Q1","1975-Q2","1975-Q3","1975-Q4","1976-Q1","1976-Q2","1976-Q3","1976-Q4","1977-Q1","1977-Q2","1977-Q3","1977-Q4","1978-Q1","1978-Q2","1978-Q3","1978-Q4","1979-Q1","1979-Q2","1979-Q3","1979-Q4","1980-Q1","1980-Q2","1980-Q3","1980-Q4","1981-Q1","1981-Q2","1981-Q3","1981-Q4","1982-Q1","1982-Q2","1982-Q3","1982-Q4","1983-Q1","1983-Q2","1983-Q3","1983-Q4","1984-Q1","1984-Q2","1984-Q3","1984-Q4","1985-Q1","1985-Q2","1985-Q3","1985-Q4","1986-Q1","1986-Q2","1986-Q3","1986-Q4","1987-Q1","1987-Q2","1987-Q3","1987-Q4","1988-Q1","1988-Q2","1988-Q3","1988-Q4","1989-Q1","1989-Q2","1989-Q3","1989-Q4","1990-Q1","1990-Q2","1990-Q3","1990-Q4","1991-Q1","1991-Q2","1991-Q3","1991-Q4","1992-Q1","1992-Q2","1992-Q3","1992-Q4","1993-Q1","1993-Q2","1993-Q3","1993-Q4","1994-Q1","1994-Q2","1994-Q3","1994-Q4","1995-Q1","1995-Q2","1995-Q3","1995-Q4","1996-Q1","1996-Q2","1996-Q3","1996-Q4","1997-Q1","1997-Q2","1997-Q3","1997-Q4","1998-Q1","1998-Q2","1998-Q3","1998-Q4","1999-Q1","1999-Q2","1999-Q3","1999-Q4","2000-Q1","2000-Q2","2000-Q3","2000-Q4","2001-Q1","2001-Q2","2001-Q3","2001-Q4","2002-Q1","2002-Q2","2002-Q3","2002-Q4","2003-Q1","2003-Q2","2003-Q3","2003-Q4","2004-Q1","2004-Q2","2004-Q3","2004-Q4","2005-Q1","2005-Q2","2005-Q3","2005-Q4","2006-Q1","2006-Q2","2006-Q3","2006-Q4","2007-Q1","2007-Q2","2007-Q3","2007-Q4","2008-Q1","2008-Q2","2008-Q3","2008-Q4","2009-Q1","2009-Q2","2009-Q3","2009-Q4","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021-Q1","2021-Q2","2021-Q3","2021-Q4"
"Q:Quarterly","RU:Russia","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:RU:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1599","35.7754","33.3025","27.3808","26.7978","21.9101","20.7391","20.8578","25.4125","28.6605","29.0227","28.3799","25.7621","22.5788","21.7554","23.6175","31.2445","39.8193","54.0389","65.189","62.9825","53.664","39.3347","28.9244","24.7385","26.5353","26.9494","19.6778","10.5996","0.4445","-6.097","-6.3717","2.0767","7.5312","10.8333","13.4273","-21.7758","-21.1806","-20.7138","-19.5917","12.4569","14.3404","16.3702","16.8449","6.7679","4.9487","2.5496","0.1927","0.9098","1.1286","1.5513","2.8447","4.9758","2.9667","0.1993","-3.1021","-5.753","-6.0327","-5.2733","-4.0863","-4.1604","-3.7138","-3.5515","-3.0252","0.257","1.5469","3.1728","4.917","7.2274","6.9112","8.0942","6.5611","7.1233","8.0776","9.6049","13.9833","11.0676","14.3554","14.5633",""
"Q:Quarterly","RU:Russia","R:Real","628:Index, 2010 = 100",,,,"Q:RU:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9441","34.9992","36.7184","39.0206","39.7925","41.129","42.5727","43.2171","44.0183","43.9647","45.2821","46.416","49.8843","51.3486","52.6264","53.3664","55.474","55.3351","56.8654","59.2754","65.68","70.7031","80.055","89.7713","99.3764","100.6498","102.4334","103.8981","109.8381","110.8671","113.1404","109.3203","106.8099","99.0476","95.3373","93.7267","101.6915","100.5569","99.5133","98.3306","72.6458","72.3634","72.9839","74.109","78.6564","79.6848","80.1035","81.298","78.4004","78.0345","77.2268","76.5394","74.3532","73.3548","72.8331","71.8378","67.173","65.2188","63.0812","60.813","58.4298","57.0877","55.9356","55.1554","53.5169","52.7546","52.1878","52.1465","52.4801","52.3339","52.2861","52.6685","53.5154","53.2934","54.1923","54.2543","55.9704","55.8601","57.3647","59.2097","58.8967","60.2557","61.5121",""
"Q:Quarterly","RU:Russia","R:Real","771:Year-on-year changes, in per cent",,,,"Q:RU:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8748","17.5141","15.9438","10.7546","10.6195","6.8947","6.3642","7.4019","13.3264","16.7951","16.219","14.9741","11.2052","7.7636","8.0548","11.0725","18.3978","27.7725","40.7798","51.4479","51.304","42.3555","27.9538","15.7364","10.5273","10.1514","10.4527","5.2188","-2.757","-10.661","-15.7354","-14.2641","-4.792","1.5238","4.3802","4.912","-28.5625","-28.0374","-26.6592","-24.6328","8.2737","10.1175","9.7551","9.7006","-0.3254","-2.071","-3.5912","-5.8533","-5.1622","-5.9969","-5.6894","-6.1428","-9.657","-11.0914","-13.3894","-15.3467","-13.0159","-12.4673","-11.3276","-9.3034","-8.4083","-7.5903","-6.7002","-5.4553","-1.9373","-0.7975","0.1882","1.001","1.9727","1.8335","3.6458","3.011","4.5876","4.8162","5.854","9.1336","5.2282","7.8689","7.2298",""
"Q:Quarterly","SE:Sweden","N:Nominal","628:Index, 2010 = 100",,,,"Q:SE:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5893","6.7544","6.7544","6.9026","6.9397","7.1047","7.1047","7.2698","7.4551","7.637","7.637","7.8223","8.0042","8.1895","8.1895","8.3714","8.5567","8.7386","8.9407","9.4898","9.8402","10.3893","10.7565","11.1439","11.5111","12.1343","12.8148","12.8316","13.347","14.1353","14.5227","14.8899","15.0179","15.9915","16.7596","16.7259","16.9078","17.8275","18.4878","18.3395","18.1374","18.4305","18.7067","18.1947","18.3025","18.4305","18.2284","17.8275","18.0296","18.4878","18.6528","18.4305","18.3025","18.5248","18.5619","18.7067","18.6899","19.2761","19.4782","19.495","19.6803","20.1755","20.2126","20.0644","20.3781","20.7453","21.296","21.8468","22.7647","23.3155","24.0498","24.9678","26.2529","27.3544","29.0067","29.741","31.5769","33.0456","34.3307","34.5143","36.5337","37.2681","38.0024","37.4517","40.0219","39.8383","40.0219","39.6547","37.8188","37.0845","35.983","33.5963","32.1277","32.1277","31.9441","32.3112","32.862","33.7799","34.1471","33.5963","33.5963","34.1471","33.7799","33.2292","33.4128","33.7799","34.3307","34.3307","34.8815","36.1666","36.9009","36.9009","38.0024","39.2875","40.3891","40.9398","41.4906","43.1429","44.428","44.428","45.7131","47.9161","49.5684","49.752","51.2207","51.955","52.8729","52.1386","53.0565","54.7088","56.7283","56.9118","57.279","58.5641","59.8492","60.4","61.6851","64.2553","65.724","66.4584","66.8829","69.1194","71.7839","73.6559","76.2414","78.4102","80.5003","80.9821","84.083","89.2076","92.4254","89.789","90.0528","91.7944","91.1452","86.4797","88.8526","91.467","93.9709","96.5073","97.937","99.1428","100.6451","102.2751","103.1907","103.2119","102.974","100.9526","102.1384","103.6418","104.8591","104.8152","106.3913","108.3409","110.2446","111.915","115.1595","117.7231","121.641","123.5648","128.7305","133.0013","138.0609","141.0069","142.8586","144.5232","147.8363","150.1527","154.1598","156.7952","158.9762","154.3072","153.1039","154.1805","155.6895","155.4238","155.4349","157.5278","160.2648","160.521","162.5093","162.6473","166.2237","168.988","174.2737","180.4166","185.0698","187.7566"
"Q:Quarterly","SE:Sweden","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:SE:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.317","5.187","5.187","5.3197","7.4272","7.4917","7.4917","7.5996","7.3656","7.2342","7.2342","7.0198","6.9024","6.7051","9.1732","13.3602","15","18.8897","20.309","17.4299","16.9805","16.7964","19.1356","15.1451","15.9497","16.4908","13.3281","16.041","12.5189","13.1316","15.4025","12.3303","12.5841","11.4809","10.3116","9.6475","7.2724","3.3825","1.1844","-0.7899","0.9101","0","-2.5572","-2.0181","-1.4909","0.3107","2.3286","3.3825","1.5135","0.2004","-0.4876","1.4988","2.1167","4.0553","4.9365","4.2139","5.2992","4.6662","3.7703","2.9203","3.5457","2.824","5.3604","8.8837","11.7117","12.3894","12.931","14.2857","15.3226","17.3228","20.6107","19.1176","20.2797","20.8054","18.3544","16.0494","15.6977","12.7778","10.6952","8.5106","9.5477","6.8966","5.314","5.8824","-5.5046","-6.9124","-10.0917","-15.2778","-15.0485","-13.3663","-11.2245","-3.8251","2.2857","5.1429","6.8966","3.9773","2.2346","1.087","-1.0753","-1.0929","-0.5464","-1.0753","1.6304","3.3149","4.3956","7.0652","7.4866","7.4866","8.9474","8.6294","9.4527","10.9453","9.1787","9.8131","10","8.5202","10.177","11.0638","11.5702","11.9835","12.0482","8.4291","6.6667","4.797","3.5842","5.3004","7.2917","9.1549","7.9585","7.047","5.5016","6.129","7.6923","9.7179","9.816","10.0304","8.4263","7.5699","9.2202","10.8301","13.9924","13.4417","12.1427","9.9465","10.2852","13.7705","14.8137","10.8752","7.0998","2.8997","-1.3851","-3.6856","-1.3327","-0.3567","3.1002","11.5954","10.2241","8.3919","7.1025","5.9765","5.3644","4.1043","2.3139","-1.2931","-1.0197","0.4166","1.8307","3.8262","4.1638","4.5339","5.136","6.7736","8.2415","8.6599","10.3374","10.4095","11.7845","12.9781","13.4987","14.1158","10.975","8.663","7.0805","6.486","7.9108","8.4913","7.5353","2.7669","-0.6849","-1.6675","-2.0674","0.7236","1.5225","2.171","2.9387","3.2795","4.5513","3.2499","3.7182","5.2747","7.2392","10.9251","11.3378","11.1065"
"Q:Quarterly","SE:Sweden","R:Real","628:Index, 2010 = 100",,,,"Q:SE:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.2119","49.7083","48.9539","49.2804","47.7058","48.9146","48.1835","48.3986","48.7733","49.3585","48.6311","49.2579","49.3755","49.6742","48.9866","48.9139","48.0772","48.6773","48.9912","49.6038","50.9072","52.6083","52.8457","53.4468","53.7035","55.22","57.5091","56.2223","56.9409","58.0654","57.7231","57.939","56.4288","59.2043","61.5208","60.54","60.0252","62.2191","63.0919","60.758","56.8917","56.7729","56.2341","52.545","50.8979","50.185","48.6035","46.8477","45.9872","46.3621","46.1197","44.4661","42.9436","42.7555","42.016","41.4475","40.4617","40.9664","40.9643","40.1437","39.4492","39.7034","39.6928","38.8154","38.7987","39.2949","40.1554","40.7745","41.9128","42.7162","43.2958","44.2988","45.9793","47.0744","49.3479","49.832","51.9347","53.3951","54.9597","54.2938","55.0861","54.7354","54.747","52.9837","54.2184","53.0525","53.1713","52.0014","49.5574","48.3458","46.7922","43.267","40.1134","39.9015","39.7224","39.8497","40.3682","41.12","41.3893","40.4752","40.2337","40.456","40.0195","39.1742","39.4454","39.7079","40.6062","40.5724","41.2555","42.4325","43.1863","42.9371","44.7015","46.0323","47.5662","48.1723","48.8355","50.4538","51.9774","51.7286","53.3763","55.5597","57.5035","57.3055","58.9126","58.6452","59.645","58.5683","59.4368","60.5544","62.8372","62.5837","62.3071","63.6364","65.2594","65.5763","67.0646","69.5382","71.267","71.811","72.5236","74.5816","77.4318","79.0143","82.0304","83.3381","85.4746","85.5536","88.7407","93.1278","96.2677","91.9678","92.0613","92.3253","91.0346","86.4614","90.1226","92.5334","95.2055","97.2077","98.6619","99.3769","100.8327","101.106","101.3081","100.195","99.854","97.2093","98.5383","99.5021","101.0535","100.8581","102.6991","104.3015","106.1478","107.619","111.5512","113.3242","117.3161","119.0753","124.6836","128.2916","133.2329","135.7943","137.4725","138.2795","141.2067","142.5549","146.1865","147.4009","148.6443","143.9583","142.7638","142.2417","142.544","142.0299","142.2722","142.4407","144.5396","144.206","147.287","146.9059","149.059","151.3285","155.5506","160.0747","162.7346","162.7349"
"Q:Quarterly","SE:Sweden","R:Real","771:Year-on-year changes, in per cent",,,,"Q:SE:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.0605","-1.5967","-1.5739","-1.7892","2.2378","0.9075","0.9291","1.7754","1.2346","0.6396","0.7309","-0.6983","-2.6295","-2.0069","0.0095","1.4103","5.8865","8.0756","7.8677","7.7475","5.4929","4.9644","8.8247","5.1929","6.0283","5.1529","0.372","3.0535","-0.8995","1.9615","6.5792","4.4891","6.3735","5.0922","2.5537","0.3601","-5.2203","-8.7533","-10.8695","-13.5175","-10.5354","-11.6039","-13.5693","-10.8428","-9.6483","-7.6177","-5.1104","-5.0836","-6.6183","-7.7792","-8.8978","-6.7886","-5.7793","-4.1844","-2.5032","-3.1456","-2.5025","-3.0832","-3.1038","-3.3089","-1.649","-1.0287","1.1656","5.0474","8.0262","8.7065","7.8205","8.6434","9.7024","10.2028","13.9784","12.4906","12.9525","13.427","11.372","8.9537","6.0679","2.5102","-0.387","-2.413","-1.5752","-3.0746","-2.8782","-1.8541","-8.5968","-8.8717","-11.9974","-16.7964","-19.0567","-17.4666","-15.1089","-7.8982","0.6352","3.0539","4.1964","1.5697","-0.333","-1.6147","-3.3096","-3.2144","-1.9594","-1.8493","1.4662","3.5692","4.5888","6.8617","6.354","5.8285","8.3528","8.4836","10.1417","12.1926","9.2481","9.605","9.2739","7.3826","9.298","10.1201","10.6317","10.7809","10.3723","5.5535","3.7241","2.2037","0.8898","3.2555","5.352","6.8559","4.8292","5.0896","3.8548","4.7818","7.6355","9.2743","9.2057","9.5076","8.14","7.2526","8.6502","10.0308","13.1085","11.7409","10.3869","8.2761","8.1803","11.747","12.6273","7.4973","3.7419","-0.8618","-5.436","-5.9873","-2.1059","0.2254","4.5817","12.429","9.4752","7.3958","5.9105","4.0103","2.6821","0.8233","-0.9706","-3.8541","-2.734","-0.6915","1.2012","3.7535","4.2225","4.8234","5.0412","6.7034","8.6194","8.6507","10.5215","10.6452","11.7726","13.2075","13.5675","14.0407","10.2571","7.7853","5.9849","4.9786","6.3388","6.5963","5.2671","0.9845","-2.3413","-3.5001","-4.1039","-1.3395","-0.3444","0.1399","1.4","1.5321","3.5248","3.1348","3.1268","4.9391","5.6106","8.9641","9.1746","7.5375"
"Q:Quarterly","SG:Singapore","N:Nominal","628:Index, 2010 = 100",,,,"Q:SG:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.9793","67.8081","58.9276","53.81","56.7451","63.4431","68.5607","72.1731","74.4309","75.5597","73.4525","71.4205","68.5607","67.9586","65.9266","63.0668","62.3142","61.8627","62.1637","61.9379","61.4111","61.0348","60.7338","60.6585","60.4327","60.508","60.7338","61.1853","61.6369","61.9379","62.6905","63.5936","64.572","65.7008","67.4318","70.0659","73.4525","79.4732","86.096","91.8909","95.3528","95.5033","93.2455","87.6011","75.2587","71.7215","83.0103","89.1063","94.1486","99.1157","101.9755","104.7601","107.0931","109.2004","110.6303","110.9313","110.7808","111.3076","111.9849","114.0169","114.6943","115.8984","116.35","115.2963","113.8664","112.6623","111.8344","110.6303","109.5014","108.523","107.0931","106.5663","105.8137","105.3622","103.7817","103.2549","102.8786","102.8034","103.556","104.3838","108.4478","112.1355","112.6623","112.587","111.8344","113.4901","114.9953","115.5974","114.4685","114.8448","115.7479","118.1562","122.0696","123.048","124.4026","130.6491"
"Q:Quarterly","SG:Singapore","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:SG:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-23.296","-6.4373","16.3473","34.1258","31.1671","19.0984","7.135","-1.0428","-7.8868","-10.0597","-10.2459","-11.6965","-9.1109","-8.97","-5.7077","-1.79","-1.4493","-1.3383","-2.3002","-2.0656","-1.5932","-0.8631","0","0.8685","1.9926","2.3632","3.2218","3.9361","4.7619","6.0753","7.563","10.1776","13.7529","20.9623","27.6786","31.1492","29.8156","20.1704","8.3041","-4.6684","-21.0734","-24.9015","-10.9766","1.7182","25.1","38.1952","22.8468","17.5676","13.749","10.1747","8.4871","5.8908","3.4435","1.9297","1.2244","2.7815","3.5327","4.1244","3.8979","1.1221","-0.7218","-2.7922","-3.881","-4.047","-3.8334","-3.6741","-4.2396","-3.6735","-3.3677","-2.9126","-3.0921","-3.1074","-2.7738","-2.4286","-0.2175","1.0933","5.4134","9.0776","8.7936","7.8587","3.1228","1.208","2.0708","2.6738","2.3554","1.1937","0.6545","2.2135","6.6403","7.1429","7.4772","10.5732"
"Q:Quarterly","SG:Singapore","R:Real","628:Index, 2010 = 100",,,,"Q:SG:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6284","80.7153","70.257","64.278","67.7042","75.5318","81.4795","85.7711","87.8084","89.2412","86.0122","83.2409","79.5194","78.917","76.5489","73.6496","72.9081","72.142","72.4901","72.2184","71.3684","71.07","70.491","70.2689","69.3809","69.1485","69.1729","69.7202","70.577","70.7441","71.0764","71.6786","72.9478","74.1649","75.8987","78.51","83.0887","88.7005","93.9532","98.7713","101.1515","99.1108","95.4676","89.0182","77.2412","74.2939","85.2558","91.2241","95.7477","99.6303","101.3334","103.158","103.548","104.8153","104.1636","103.5041","102.1264","101.5012","101.1937","102.2991","101.675","104","103.2439","101.4057","99.9487","98.9623","98.241","97.3411","96.4287","95.7262","94.6681","94.4498","93.9724","93.803","92.0964","91.4926","90.7981","90.8225","91.4868","92.0695","95.4813","98.744","98.8418","98.8243","97.9771","99.1613","100.5344","100.8302","99.9163","101.0602","101.4694","103.1801","105.7492","105.8522","106.4112","110.0357"
"Q:Quarterly","SG:Singapore","R:Real","771:Year-on-year changes, in per cent",,,,"Q:SG:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-22.7372","-6.422","15.9735","33.4377","29.6942","18.1505","5.5629","-2.9499","-9.4399","-11.5689","-11.0022","-11.5223","-8.314","-8.585","-5.3022","-1.9433","-2.1118","-1.4859","-2.7577","-2.6994","-2.7849","-2.7036","-1.8698","-0.7809","1.7241","2.3074","2.7518","2.8089","3.3592","4.8355","6.7846","9.5307","13.9016","19.599","23.7876","25.8072","21.7391","11.7364","1.6119","-9.8744","-23.6381","-25.0395","-10.6966","2.4779","23.9593","34.1029","18.8581","13.082","8.1467","5.2042","2.7929","0.3355","-1.3729","-3.1619","-2.8512","-1.1643","-0.442","2.4619","2.0261","-0.8732","-1.6979","-4.844","-4.8458","-4.0083","-3.5218","-3.27","-3.6369","-2.9703","-2.5473","-2.0091","-2.7166","-3.1309","-3.3779","-3.1774","-0.6619","0.6305","5.1578","8.7219","8.0394","7.3366","2.6139","0.4226","1.7125","2.0297","1.9792","1.915","0.9301","2.3306","5.8378","4.7418","4.8702","6.6443"
"Q:Quarterly","SI:Slovenia","N:Nominal","628:Index, 2010 = 100",,,,"Q:SI:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6818","100.7807","104.1594","108.8008","110.3366","110.1318","112.2136","108.6216","101.8472","99.7654","98.076","99.7995","100.1749","100.7466","99.4241","99.6545","104.2959","103.9973","101.54","101.0196","96.9242","98.0419","95.4737","92.1036","92.7605","93.5114","88.1362","88.0679","86.6089","84.3309","83.4179","84.2029","85.4144","87.3512","84.2711","84.2456","86.1226","87.7437","88.4689","90.0474","91.8732","94.9874","95.7041","98.9378","100.7124","102.325","104.6628","107.12","108.3401","109.9185","112.0515","112.299","113.4679","115.6606","115.7374","118.1093","121.744","127.1618","130.66","136.6665"
